RAMO,ID_UR,EJERCICIO,TRIMESTRE,INSTITUCION,AUDITORÍAS_REALIZADAS,OBSERVACIONES_DETERMINADAS
38,91Q,2005,20050401/20050630,"INSTITUTO DE ECOLOGÍA, A.C.",3,0
38,91Q,2005,20050701/20050930,"INSTITUTO DE ECOLOGÍA, A.C.",2,0
38,91Q,2005,20051001/20051231,"INSTITUTO DE ECOLOGÍA, A.C.",3,5
38,91S,2005,20050401/20050630,INSTITUTO DE INVESTIGACIONES DOCTOR JOSÉ MARÍA LUIS MORA,2,10
38,91S,2005,20050701/20050930,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,2,2
38,91S,2005,20050701/20050930,INSTITUTO DE INVESTIGACIONES DOCTOR JOSÉ MARÍA LUIS MORA,1,3
38,91S,2005,20050101/20050331,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,1,1
38,91S,2005,20050101/20050331,INSTITUTO DE INVESTIGACIONES DOCTOR JOSÉ MARÍA LUIS MORA,1,4
38,91S,2005,20050401/20050630,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,5,1
38,91S,2005,20051001/20051231,INSTITUTO NACIONAL DE ELECTRICIDAD Y ENERGÍAS LIMPIAS,2,2
38,91S,2005,20051001/20051231,INSTITUTO DE INVESTIGACIONES DOCTOR JOSÉ MARÍA LUIS MORA,1,5
38,91U,2005,20050401/20050630,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",1,0
38,91U,2005,20050701/20050930,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",1,1
38,91U,2005,20050101/20050331,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",2,7
38,91U,2005,20051001/20051231,"INSTITUTO NACIONAL DE ASTROFÍSICA, ÓPTICA Y ELECTRÓNICA",2,2
47,AYG,2005,20050401/20050630,"OCEAN GARDEN PRODUCTS, INC.",1,0
47,AYG,2005,20050401/20050630,"P.M.I. COMERCIO INTERNACIONAL, S.A. DE C.V.",3,12
47,AYG,2005,20050701/20050930,"NOTIMEX, S.A. DE C.V. en Liquidación",4,2
47,AYG,2005,20050701/20050930,"P.M.I. COMERCIO INTERNACIONAL, S.A. DE C.V.",3,10
47,AYG,2005,20050101/20050331,"P.M.I. COMERCIO INTERNACIONAL, S.A. DE C.V.",5,14
47,AYG,2005,20050101/20050331,"NOTIMEX, S.A. DE C.V. en Liquidación",2,1
47,AYG,2005,20050101/20050331,"OCEAN GARDEN PRODUCTS, INC.",1,3
47,AYG,2005,20050401/20050630,"NOTIMEX, S.A. DE C.V. en Liquidación",2,1
47,AYG,2005,20050701/20050930,"OCEAN GARDEN PRODUCTS, INC.",1,3
47,AYG,2005,20051001/20051231,"P.M.I. COMERCIO INTERNACIONAL, S.A. DE C.V.",3,4
47,AYG,2005,20051001/20051231,"OCEAN GARDEN PRODUCTS, INC.",2,0
47,AYG,2005,20051001/20051231,"NOTIMEX, S.A. DE C.V. en Liquidación",1,2
47,HHG,2005,20050401/20050630,INSTITUTO NACIONAL DE LAS MUJERES,2,5
47,HHG,2005,20050101/20050331,INSTITUTO NACIONAL DE LAS MUJERES,1,4
47,HHG,2005,20050701/20050930,INSTITUTO NACIONAL DE LAS MUJERES,1,1
47,HHG,2005,20051001/20051231,INSTITUTO NACIONAL DE LAS MUJERES,2,1
48,0,2005,20050701/20050930,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,22,72
48,0,2005,20050101/20050331,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,24,104
48,0,2005,20050401/20050630,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,23,128
48,0,2005,20051001/20051231,SECRETARÍA DE COMUNICACIONES Y TRANSPORTES,16,24
2,0,2006,20060401/20060630,PRESIDENCIA DE LA REPÚBLICA,1,3
2,0,2006,20060101/20060331,PRESIDENCIA DE LA REPÚBLICA,2,3
2,0,2006,20060701/20060930,PRESIDENCIA DE LA REPÚBLICA,3,14
4,I00,2006,20060101/20060331,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,1,3
4,I00,2006,20060101/20060331,"CENTRO DE INVESTIGACIÓN Y DOCENCIA ECONÓMICAS, A.C.",3,5
4,I00,2006,20060101/20060331,CENTRO DE ENSEÑANZA TÉCNICA INDUSTRIAL,1,10
4,I00,2006,20060101/20060331,"CENTRO DE INVESTIGACIÓN EN MATERIALES AVANZADOS, S.C.",1,2
4,I00,2006,20060401/20060630,"CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO, A.C.",2,1
4,I00,2006,20060401/20060630,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",2,3
4,I00,2006,20060401/20060630,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",2,5
4,I00,2006,20060401/20060630,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",2,7
4,I00,2006,20060401/20060630,"CENTRO DE INVESTIGACIÓN CIENTÍFICA DE YUCATÁN, A.C.",2,2
4,I00,2006,20060401/20060630,CENTRO DE INVESTIGACIÓN Y SEGURIDAD NACIONAL,4,3
4,I00,2006,20060401/20060630,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,2,4
4,I00,2006,20060401/20060630,CENTRO DE INVESTIGACIÓN EN QUÍMICA APLICADA,1,2
4,I00,2006,20060101/20060331,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",1,0
4,I00,2006,20060101/20060331,CENTRO DE INVESTIGACIÓN Y SEGURIDAD NACIONAL,3,4
4,I00,2006,20060101/20060331,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",3,3
4,I00,2006,20060101/20060331,"CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO, A.C.",2,4
4,I00,2006,20060101/20060331,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,3,0
4,I00,2006,20060101/20060331,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",2,12
4,I00,2006,20060101/20060331,CENTRO DE INVESTIGACIÓN EN QUÍMICA APLICADA,2,3
4,I00,2006,20060101/20060331,"CENTRO DE INVESTIGACIÓN CIENTÍFICA DE YUCATÁN, A.C.",3,4
4,I00,2006,20061001/20061231,"CENTRO DE INVESTIGACIÓN CIENTÍFICA DE YUCATÁN, A.C.",2,5
4,I00,2006,20061001/20061231,"CENTRO DE INVESTIGACIÓN EN MATERIALES AVANZADOS, S.C.",1,0
4,I00,2006,20061001/20061231,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",1,0
4,I00,2006,20061001/20061231,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",3,6
4,I00,2006,20061001/20061231,CENTRO DE INVESTIGACIÓN EN QUÍMICA APLICADA,1,3
4,I00,2006,20061001/20061231,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,3,6
4,I00,2006,20060401/20060630,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,1,2
4,I00,2006,20060401/20060630,"CENTRO DE INVESTIGACIÓN Y DOCENCIA ECONÓMICAS, A.C.",2,1
4,I00,2006,20060401/20060630,"CENTRO DE INVESTIGACIÓN EN MATERIALES AVANZADOS, S.C.",1,3
4,I00,2006,20060701/20060930,CENTRO DE ENSEÑANZA TÉCNICA INDUSTRIAL,1,0
4,I00,2006,20060701/20060930,"CENTRO DE INVESTIGACIÓN EN ALIMENTACIÓN Y DESARROLLO, A.C.",4,2
4,I00,2006,20060701/20060930,"CENTRO DE INVESTIGACIÓN Y DOCENCIA ECONÓMICAS, A.C.",2,7
4,I00,2006,20060701/20060930,CENTRO DE INVESTIGACIÓN EN QUÍMICA APLICADA,2,10
4,I00,2006,20060701/20060930,CENTRO DE INGENIERÍA Y DESARROLLO INDUSTRIAL,1,0
4,I00,2006,20060701/20060930,CENTRO DE INVESTIGACIÓN Y SEGURIDAD NACIONAL,3,8
4,I00,2006,20060701/20060930,"CENTRO DE INVESTIGACIÓN CIENTÍFICA DE YUCATÁN, A.C.",2,4
4,I00,2006,20060701/20060930,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,2,15
4,I00,2006,20060701/20060930,"CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO, A.C.",2,3
4,I00,2006,20060701/20060930,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",1,3
4,I00,2006,20060701/20060930,"CENTRO DE INVESTIGACIÓN EN MATEMÁTICAS, A.C.",1,0
4,I00,2006,20061001/20061231,"Centro de Investigación Científica y de Educación Superior de Ensenada, Baja California",1,0
4,I00,2006,20061001/20061231,CENTRO DE INVESTIGACIÓN Y DE ESTUDIOS AVANZADOS DEL IPN,1,3
4,I00,2006,20061001/20061231,CENTRO DE INVESTIGACIÓN Y SEGURIDAD NACIONAL,3,5
4,I00,2006,20061001/20061231,"CENTRO DE INVESTIGACIÓN Y ASISTENCIA EN TECNOLOGÍA Y DISEÑO DEL ESTADO DE JALISCO, A.C.",1,1
4,K00,2006,20060401/20060630,INSTITUTO NACIONAL DE MIGRACIÓN,3,15
4,K00,2006,20060101/20060331,INSTITUTO NACIONAL DE MIGRACIÓN,3,13
4,K00,2006,20060701/20060930,INSTITUTO NACIONAL DE MIGRACIÓN,1,3
4,K00,2006,20061001/20061231,INSTITUTO NACIONAL DE MIGRACIÓN,1,2
4,L00,2006,20060401/20060630,POLICÍA FEDERAL,15,27
4,L00,2006,20060101/20060331,POLICÍA FEDERAL,11,8
4,L00,2006,20061001/20061231,POLICÍA FEDERAL,6,9
4,L00,2006,20060701/20060930,POLICÍA FEDERAL,2,5
6,B00,2006,20060401/20060630,COMISIÓN NACIONAL BANCARIA Y DE VALORES,5,6
6,B00,2006,20060101/20060331,COMISIÓN NACIONAL BANCARIA Y DE VALORES,3,4
6,B00,2006,20061001/20061231,COMISIÓN NACIONAL BANCARIA Y DE VALORES,1,1
6,B00,2006,20060701/20060930,COMISIÓN NACIONAL BANCARIA Y DE VALORES,4,7
6,G0N,2006,20060401/20060630,BANCO NACIONAL DE CRÉDITO RURAL S.N.C en Liquidación,1,0
6,G0N,2006,20060401/20060630,"BANCO NACIONAL DE COMERCIO EXTERIOR, S.N.C.",5,10
6,G0N,2006,20060101/20060331,"BANCO NACIONAL DE COMERCIO INTERIOR, S.N.C.",2,5
6,G0N,2006,20060101/20060331,"BANCO NACIONAL DE COMERCIO EXTERIOR, S.N.C.",10,13
6,G0N,2006,20060101/20060331,BANCO NACIONAL DE CRÉDITO RURAL S.N.C en Liquidación,1,1
6,G0N,2006,20060401/20060630,"BANCO NACIONAL DE COMERCIO INTERIOR, S.N.C.",1,3
6,G0N,2006,20060701/20060930,BANCO NACIONAL DE CRÉDITO RURAL S.N.C en Liquidación,1,0
6,G0N,2006,20060701/20060930,"BANCO NACIONAL DE COMERCIO EXTERIOR, S.N.C.",5,10
6,G0N,2006,20060701/20060930,"BANCO NACIONAL DE COMERCIO INTERIOR, S.N.C.",1,0
6,G0N,2006,20061001/20061231,BANCO NACIONAL DE CRÉDITO RURAL S.N.C en Liquidación,1,1
6,G0N,2006,20061001/20061231,"BANCO NACIONAL DE COMERCIO EXTERIOR, S.N.C.",7,4
6,G0N,2006,20061001/20061231,"BANCO NACIONAL DE COMERCIO INTERIOR, S.N.C.",1,0
6,G1C,2006,20060401/20060630,"BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.C.",5,11
6,G1C,2006,20060101/20060331,"BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.C.",5,13
6,G1C,2006,20061001/20061231,"BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.C.",4,9
6,G1C,2006,20060701/20060930,"BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.C.",2,6
6,G1H,2006,20060401/20060630,"BANCO NACIONAL DEL EJÉRCITO, FUERZA AÉREA Y ARMADA, S.N.C.",8,2
6,G1H,2006,20060101/20060331,"BANCO NACIONAL DEL EJÉRCITO, FUERZA AÉREA Y ARMADA, S.N.C.",6,5
6,G1H,2006,20061001/20061231,"BANCO NACIONAL DEL EJÉRCITO, FUERZA AÉREA Y ARMADA, S.N.C.",6,0
6,G1H,2006,20060701/20060930,"BANCO NACIONAL DEL EJÉRCITO, FUERZA AÉREA Y ARMADA, S.N.C.",5,2
6,G2T,2006,20060401/20060630,CASA DE MONEDA DE MÉXICO,3,2
6,G2T,2006,20060101/20060331,CASA DE MONEDA DE MÉXICO,3,5
6,G2T,2006,20060701/20060930,CASA DE MONEDA DE MÉXICO,3,0
6,G3A,2006,20060401/20060630,COMISIÓN NACIONAL PARA LA PROTECCIÓN Y LA DEFENSA DE LOS USUARIOS DE SERVICIOS FINANCIEROS,7,34
6,G3A,2006,20060101/20060331,COMISIÓN NACIONAL PARA LA PROTECCIÓN Y LA DEFENSA DE LOS USUARIOS DE SERVICIOS FINANCIEROS,7,69
6,G3A,2006,20061001/20061231,COMISIÓN NACIONAL PARA LA PROTECCIÓN Y LA DEFENSA DE LOS USUARIOS DE SERVICIOS FINANCIEROS,7,25
6,G3A,2006,20060701/20060930,COMISIÓN NACIONAL PARA LA PROTECCIÓN Y LA DEFENSA DE LOS USUARIOS DE SERVICIOS FINANCIEROS,5,35
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL CENTRO, S.N.C.",1,0
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL ISTMO, S.N.C.",1,0
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL NORESTE, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL CENTRO NORTE, S.N.C.",1,1
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL CENTRO, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL PACÍFICO SUR, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CREDITO RURAL DEL CENTRO SUR, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL GOLFO, S.N.C.",1,2
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL NOROESTE, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL ISTMO, S.N.C.",1,2
6,GSA,2006,20060401/20060630,AGENCIA DE SERVICIOS A LA COMERCIALIZACIÓN Y DESARROLLO DE MERCADOS AGROPECUARIOS,1,2
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL NORESTE, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL PACÍFICO NORTE, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DE OCCIDENTE, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"AGROASEMEX, S.A.",1,0
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL GOLFO, S.N.C.",1,3
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL NORTE, S.N.C.",1,0
6,GSA,2006,20060101/20060331,"BANCO DE CREDITO RURAL DEL CENTRO SUR, S.N.C.",1,0
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL PACÍFICO NORTE, S.N.C.",1,1
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL PENINSULAR, S.N.C.",1,0
6,GSA,2006,20060101/20060331,"AGROASEMEX, S.A.",4,0
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL CENTRO NORTE, S.N.C.",1,0
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL PACÍFICO SUR, S.N.C.",1,3
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DE OCCIDENTE, S.N.C.",1,2
6,GSA,2006,20060101/20060331,AGENCIA DE SERVICIOS A LA COMERCIALIZACIÓN Y DESARROLLO DE MERCADOS AGROPECUARIOS,4,9
6,GSA,2006,20060101/20060331,"BANCO DE CRÉDITO RURAL DEL NOROESTE, S.N.C.",1,2
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL CENTRO, S.N.C.",1,0
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DE OCCIDENTE, S.N.C.",1,0
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL PACÍFICO SUR, S.N.C.",1,0
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL ISTMO, S.N.C.",1,0
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL NORESTE, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL DEL NORTE, S.N.C.",1,0
6,GSA,2006,20060401/20060630,"BANCO DE CRÉDITO RURAL PENINSULAR, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CREDITO RURAL DEL CENTRO SUR, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL PACÍFICO NORTE, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL CENTRO NORTE, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL ISTMO, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL NORESTE, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL PENINSULAR, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL NOROESTE, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL GOLFO, S.N.C.",1,4
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DE OCCIDENTE, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"AGROASEMEX, S.A.",6,7
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL CENTRO, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL NORTE, S.N.C.",1,0
6,GSA,2006,20060701/20060930,"BANCO DE CRÉDITO RURAL DEL PACÍFICO SUR, S.N.C.",1,0
6,GSA,2006,20060701/20060930,AGENCIA DE SERVICIOS A LA COMERCIALIZACIÓN Y DESARROLLO DE MERCADOS AGROPECUARIOS,1,1
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL NOROESTE, S.N.C.",1,0
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL PACÍFICO NORTE, S.N.C.",1,1
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL GOLFO, S.N.C.",1,2
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL PENINSULAR, S.N.C.",1,0
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL CENTRO NORTE, S.N.C.",1,1
6,GSA,2006,20061001/20061231,"BANCO DE CREDITO RURAL DEL CENTRO SUR, S.N.C.",1,0
6,GSA,2006,20061001/20061231,"BANCO DE CRÉDITO RURAL DEL NORTE, S.N.C.",1,0
6,HAN,2006,20060401/20060630,"FINANCIERA NACIONAL DE DESARROLLO AGROPECUARIO, RURAL, FORESTAL Y PESQUERO",3,6
6,HAN,2006,20060101/20060331,"FINANCIERA NACIONAL DE DESARROLLO AGROPECUARIO, RURAL, FORESTAL Y PESQUERO",3,6
6,HAN,2006,20060701/20060930,"FINANCIERA NACIONAL DE DESARROLLO AGROPECUARIO, RURAL, FORESTAL Y PESQUERO",2,5
6,HAN,2006,20061001/20061231,"FINANCIERA NACIONAL DE DESARROLLO AGROPECUARIO, RURAL, FORESTAL Y PESQUERO",2,4
6,HBW,2006,20060101/20060331,"FONDO DE GARANTÍA Y FOMENTO PARA LA AGRICULTURA, GANADERÍA Y AVICULTURA",2,5
6,HBW,2006,20060401/20060630,"FONDO DE GARANTÍA Y FOMENTO PARA LA AGRICULTURA, GANADERÍA Y AVICULTURA",4,6
6,HBW,2006,20060701/20060930,"FONDO DE GARANTÍA Y FOMENTO PARA LA AGRICULTURA, GANADERÍA Y AVICULTURA",5,4
6,HBW,2006,20061001/20061231,"FONDO DE GARANTÍA Y FOMENTO PARA LA AGRICULTURA, GANADERÍA Y AVICULTURA",2,2
6,HHN,2006,20060401/20060630,INSTITUTO PARA LA PROTECCIÓN AL AHORRO BANCARIO,2,3
6,HHN,2006,20060101/20060331,INSTITUTO PARA LA PROTECCIÓN AL AHORRO BANCARIO,2,0
6,HHN,2006,20060701/20060930,INSTITUTO PARA LA PROTECCIÓN AL AHORRO BANCARIO,2,20
6,HHN,2006,20061001/20061231,INSTITUTO PARA LA PROTECCIÓN AL AHORRO BANCARIO,3,0
6,HHQ,2006,20060101/20060331,LOTERÍA NACIONAL PARA LA ASISTENCIA PÚBLICA.,5,20
6,HHQ,2006,20060101/20060331,LUZ Y FUERZA DEL CENTRO en Liquidación,11,13
6,HHQ,2006,20061001/20061231,LUZ Y FUERZA DEL CENTRO en Liquidación,7,25
6,HHQ,2006,20060401/20060630,LOTERÍA NACIONAL PARA LA ASISTENCIA PÚBLICA.,4,10
6,HHQ,2006,20060401/20060630,LUZ Y FUERZA DEL CENTRO en Liquidación,10,15
6,HHQ,2006,20060701/20060930,LUZ Y FUERZA DEL CENTRO en Liquidación,8,17
6,HHQ,2006,20060701/20060930,LOTERÍA NACIONAL PARA LA ASISTENCIA PÚBLICA.,1,0
6,HHQ,2006,20061001/20061231,LOTERÍA NACIONAL PARA LA ASISTENCIA PÚBLICA.,1,2
6,HIU,2006,20060401/20060630,"NACIONAL FINANCIERA, S.N.C.",8,16
6,HIU,2006,20060101/20060331,"NACIONAL FINANCIERA, S.N.C.",7,18
6,HIU,2006,20061001/20061231,"NACIONAL FINANCIERA, S.N.C.",5,9
6,HIU,2006,20060701/20060930,"NACIONAL FINANCIERA, S.N.C.",10,38
6,HJO,2006,20060101/20060331,"BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS, S.N.C.",2,2
6,HJO,2006,20060401/20060630,"BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS, S.N.C.",4,6
6,HJO,2006,20060701/20060930,"BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS, S.N.C.",8,27
6,HJO,2006,20061001/20061231,"BANCO DEL AHORRO NACIONAL Y SERVICIOS FINANCIEROS, S.N.C.",4,1
6,HJY,2006,20060401/20060630,PRONÓSTICOS PARA LA ASISTENCIA PÚBLICA,2,6
6,HJY,2006,20060101/20060331,PRONÓSTICOS PARA LA ASISTENCIA PÚBLICA,2,1
6,HJY,2006,20061001/20061231,PRONÓSTICOS PARA LA ASISTENCIA PÚBLICA,3,8
6,HJY,2006,20060701/20060930,PRONÓSTICOS PARA LA ASISTENCIA PÚBLICA,3,2
7,HXA,2006,20060401/20060630,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,2,0
7,HXA,2006,20060101/20060331,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,4,6
7,HXA,2006,20060701/20060930,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,4,4
7,HXA,2006,20061001/20061231,INSTITUTO DE SEGURIDAD SOCIAL PARA LAS FUERZAS ARMADAS MEXICANAS,3,2
8,0,2006,20060101/20060331,"SECRETARÍA DE AGRICULTURA, GANADERÍA, DESARROLLO RURAL, PESCA Y ALIMENTACIÓN",6,28
8,0,2006,20061001/20061231,"SECRETARÍA DE AGRICULTURA, GANADERÍA, DESARROLLO RURAL, PESCA Y ALIMENTACIÓN",4,18
8,0,2006,20060401/20060630,"SECRETARÍA DE AGRICULTURA, GANADERÍA, DESARROLLO RURAL, PESCA Y ALIMENTACIÓN",7,23
8,0,2006,20060701/20060930,"SECRETARÍA DE AGRICULTURA, GANADERÍA, DESARROLLO RURAL, PESCA Y ALIMENTACIÓN",6,22
8,I6L,2006,20060101/20060331,FONDO DE CAPITALIZACIÓN E INVERSIÓN DEL SECTOR RURAL,1,7
8,I6L,2006,20060401/20060630,FONDO DE CAPITALIZACIÓN E INVERSIÓN DEL SECTOR RURAL,1,1
8,I6L,2006,20060401/20060630,FIDEICOMISO DE RIESGO COMPARTIDO,3,1
8,I6L,2006,20060101/20060331,FIDEICOMISO DE RIESGO COMPARTIDO,3,3
8,I6L,2006,20061001/20061231,FIDEICOMISO DE RIESGO COMPARTIDO,2,1
8,I6L,2006,20060701/20060930,FIDEICOMISO DE RIESGO COMPARTIDO,2,1
8,I6L,2006,20060701/20060930,FONDO DE CAPITALIZACIÓN E INVERSIÓN DEL SECTOR RURAL,1,0
8,I6L,2006,20061001/20061231,FONDO DE CAPITALIZACIÓN E INVERSIÓN DEL SECTOR RURAL,1,0
8,IZC,2006,20060101/20060331,COLEGIO DE POSTGRADUADOS,1,4
8,IZC,2006,20060401/20060630,COLEGIO DE POSTGRADUADOS,1,3
8,IZC,2006,20060701/20060930,COLEGIO DE POSTGRADUADOS,1,6
8,JBK,2006,20060401/20060630,PRODUCTORA NACIONAL DE BIOLÓGICOS VETERINARIOS,1,2
8,JBK,2006,20060101/20060331,PRODUCTORA NACIONAL DE BIOLÓGICOS VETERINARIOS,1,0
8,JBK,2006,20061001/20061231,PRODUCTORA NACIONAL DE BIOLÓGICOS VETERINARIOS,1,2
8,JBK,2006,20060701/20060930,PRODUCTORA NACIONAL DE BIOLÓGICOS VETERINARIOS,1,0
8,l6U,2006,20060101/20060331,SISTEMA NACIONAL PARA EL DESARROLLO INTEGRAL DE LA FAMILIA,2,10
8,l6U,2006,20060101/20060331,SECRETARIADO EJECUTIVO DEL SISTEMA NACIONAL DE SEGURIDAD PÚBLICA,2,4
8,l6U,2006,20060401/20060630,SECRETARÍA DE SEGURIDAD PÚBLICA,2,7
8,l6U,2006,20060401/20060630,SUPERISSSTE,4,5
8,l6U,2006,20060401/20060630,SERVICIOS A LA NAVEGACIÓN EN EL ESPACIO AÉREO MEXICANO,3,3
8,l6U,2006,20060401/20060630,SECRETARÍA DE LA DEFENSA NACIONAL,5,0
8,l6U,2006,20060401/20060630,"TELEVISIÓN METROPOLITANA, S.A. DE C.V.",3,9
8,l6U,2006,20060401/20060630,TELECOMUNICACIONES DE MÉXICO,3,4
8,l6U,2006,20060401/20060630,SECRETARÍA DE EDUCACIÓN PÚBLICA,10,46
8,l6U,2006,20060401/20060630,SECRETARÍA DE HACIENDA Y CRÉDITO PÚBLICO,9,32
8,l6U,2006,20060401/20060630,SECRETARÍA DE ECONOMÍA,5,11
8,l6U,2006,20060401/20060630,SERVICIO DE ADMINISTRACIÓN Y ENAJENACIÓN DE BIENES,5,9
8,l6U,2006,20060401/20060630,SERVICIO GEOLÓGICO MEXICANO,2,2
8,l6U,2006,20060401/20060630,"SERVICIOS AEROPORTUARIOS DE LA CIUDAD DE MÉXICO, S.A. DE C.V.",1,7
